PA0030 	pp6382 		pp6382		ABC 	binding 	654 	choline 		3.A.1 		X
PA0438 	pp6382 		pp6382		NCS1 		387 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA0443 	pp6382 		pp6382		NCS1 		388 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA0476 	pp6382 		pp6382		NCS1 		389 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA1419 	pp6382 		pp6382		NCS1 		390 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA2073 	pp6382 		pp6382		NCS1 		391 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA5099 	pp6382 		pp6382		NCS1 		392 	cytosine/purines/uracil/thiamine/allantoin 		2.A.39 		X
PA0166 	pp6382 		pp6382		NCS2 		396 	xanthine/uracil 		2.A.40 		X
PA0352 	pp6382 		pp6382		NCS2 		397 	xanthine/uracil 		2.A.40 		X
PA1507 	pp6382 		pp6382		NCS2 		398 	xanthine/uracil 		2.A.40 		X
PA1519 	pp6382 		pp6382		NCS2 		136 	xanthine/uracil 		2.A.40 		X
PA2938 	pp6382 		pp6382		NCS2 		400 	xanthine/uracil 		2.A.40 		X
PA4647 	pp6382 		pp6382		NCS2 		401 	xanthine/uracil 		2.A.40 		X
PA4719 	pp6382 		pp6382		NCS2 		218 	xanthine/uracil 		2.A.40 		X
PA1820 	pp6382 		pp6382		NhaB 		358 	sodium ion:proton antiporter 		2.A.34 		X
PA2653 	pp6382 		pp6382		NhaC 		360 	sodium ion:proton antiporter 		2.A.35 		X
PA0809 	pp6382 		pp6382		Nramp 		427 	manganese/iron ion 		2.A.55 		X
PA4334 	pp6382 		pp6382		Nramp 		428 	manganese/iron ion 		2.A.55 		X
PA5159 	pp6382 		pp6382		OMF 		513 	unknown substrate 		1.B.17 		X
PA0078 	pp6382 		pp6382		OOP 		46 	unknown substrate 		1.B.6 		X
PA1461 	pp6382 		pp6382		OOP 		60 	unknown substrate 		1.B.6 		X
PA4953 	pp6382 		pp6382		OOP 		66 	unknown substrate 		1.B.6 		X
PA3934 	pp6382 		pp6382		OPT 		540 	oligopeptide 		2.A.67 		X
PA5568 	pp6382 		pp6382		Oxa1 		632 	60 KD inner membrane protein OxaA homolog 		2.A.9 		X
PA1429 	pp6382 		pp6382		P-ATPase 		1118 	calcium ion/manganese ion 		3.A.3 		X
PA1549 	pp6382 		pp6382		P-ATPase 		1119 	zinc/cadmium/cobalt ion 		3.A.3 		X
PA1633 	pp6382 		pp6382		P-ATPase 		1120 	potassium ion 		3.A.3 		X
PA1634 	pp6382 		pp6382		P-ATPase 		1121 	potassium ion 		3.A.3 		X
PA1635 	pp6382 		pp6382		P-ATPase 		1122 	potassium ion 		3.A.3 		X
PA2435 	pp6382 		pp6382		P-ATPase 		1125 	zinc/cadmium/cobalt ion 		3.A.3 		X
PA3690 	pp6382 		pp6382		P-ATPase 		1127 	zinc/cadmium/cobalt ion 		3.A.3 		X
PA3920 	pp6382 		pp6382		P-ATPase 		1128 	zinc/cadmium/cobalt ion 		3.A.3 		X
PA4825 	pp6382 		pp6382		P-ATPase 		1130 	magnesium ion 		3.A.3 		X
PA2757 	pp6382 		pp6382		PACE 		241 	chlorhexidine 		2.A.117 		X
PA2880 	pp6382 		pp6382		PACE 		242 	chlorhexidine 		2.A.117 		X
PA0450 	pp6382 		pp6382		PiT 		261 	phosphate 		2.A.20 		X
PA4292 	pp6382 		pp6382		PiT 		262 	phosphate 		2.A.20 		X
PA5207 	pp6382 		pp6382		PiT 		263 	phosphate 		2.A.20 		X
PA4822 	pp6382 		pp6382		PNaS 		451 	sodium ion:phosphate symporter 		2.A.58 		X
PA5473 	pp6382 		pp6382		PNaS 		452 	sodium ion:phosphate symporter 		2.A.58 		X
PA0417 	pp6382 		pp6382		RhtB 		594 	amino acid efflux 		2.A.76 		X
PA1620 	pp6382 		pp6382		RhtB 		595 	amino acid efflux 		2.A.76 		X
PA2306 	pp6382 		pp6382		RhtB 		596 	amino acid efflux 		2.A.76 		X
PA2710 	pp6382 		pp6382		RhtB 		597 	amino acid efflux 		2.A.76 		X
PA2916 	pp6382 		pp6382		RhtB 		598 	amino acid efflux 		2.A.76 		X
PA2929 	pp6382 		pp6382		RhtB 		599 	amino acid efflux 		2.A.76 		X
PA3665 	pp6382 		pp6382		RhtB 		600 	amino acid efflux 		2.A.76 		X
PA4145a 	pp6382 		pp6382		RhtB 		601 	amino acid efflux 		2.A.76 		X
PA4507 	pp6382 		pp6382		RhtB 		603 	amino acid efflux 		2.A.76 		X
PA4757 	pp6382 		pp6382		RhtB 		604 	amino acid efflux 		2.A.76 		X
PA5205 	pp6382 		pp6382		RhtB 		635 	neutral amino acid/multiple antibiotic resistance 		2.A.76 		X
PA5249 	pp6382 		pp6382		RhtB 		606 	amino acid efflux 		2.A.76 		X
PA5341 	pp6382 		pp6382		RhtB 		607 	amino acid efflux 		2.A.76 		X
PA0158 	pp6382 		pp6382		RND 	HAE1 	456 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA0426 	pp6382 		pp6382		RND 	HAE1 	458 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA1436 	pp6382 		pp6382		RND 	HAE1 	464 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA2018 	pp6382 		pp6382		RND 	HAE1 	467 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA2494 	pp6382 		pp6382		RND 	HAE1 	473 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA2520 	pp6382 		pp6382		RND 	HME 	475 	cobalt/zinc/cadmium ion efflux (HME subfamily) 		2.A.6 		X
PA2526 	pp6382 		pp6382		RND 	HAE1 	479 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA2527 	pp6382 		pp6382		RND 	HAE1 	480 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA2836 	pp6382 		pp6382		RND 		482 	multidrug efflux 		2.A.6 		X
PA3079 	pp6382 		pp6382		RND 	HAE3 	484 	multidrug/solvent efflux (HAE3 subfamily) 		2.A.6 		X
PA3522 	pp6382 		pp6382		RND 	HAE1 	490 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA3676 	pp6382 		pp6382		RND 	HAE1 	492 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA3892 	pp6382 		pp6382		RND 		496 	multidrug efflux 		2.A.6 		X
PA4207 	pp6382 		pp6382		RND 	HAE1 	500 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA4375 	pp6382 		pp6382		RND 	HAE1 	503 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA4598 	pp6382 		pp6382		RND 	HAE1 	507 	multidrug/solvent efflux (HAE1 subfamily) 		2.A.6 		X
PA4718 	pp6382 		pp6382		RND 	SecDF 	509 	protein export (SecDF) 		2.A.6 		X
PA3560 	pp6382 		pp6382		SSPTS 	EnzymeIIBC 	1366 	fructose 		4.A 		X
PA3761 	pp6382 		pp6382		SSPTS 	EnzymeIIABC 	1363 	glucose/maltose/N-acetylglucosamine 		4.A 		X
PA4464 	pp6382 		pp6382		SSPTS 	EnzymeIIA 	1369 	fructose 		4.A 		X
PA0287 	pp6382 		pp6382		SSS 		264 	sodium ion:proline symporter 		2.A.21 		X
PA0783 	pp6382 		pp6382		SSS 		267 	sodium ion:proline symporter 		2.A.21 		X
PA1336 	pp6382 		pp6382		SSS 		273 	sodium ion:proline symporter 		2.A.21 		X
PA1418 	pp6382 		pp6382		SSS 		275 	sodium ion:proline symporter 		2.A.21 		X
PA1636 	pp6382 		pp6382		SSS 		278 	sodium ion:proline symporter 		2.A.21 		X
PA3234 	pp6382 		pp6382		SSS 		294 	sodium ion:proline symporter 		2.A.21 		X
PA3271 	pp6382 		pp6382		SSS 		295 	sodium ion:proline symporter 		2.A.21 		X
PA4112 	pp6382 		pp6382		SSS 		301 	sodium ion:proline symporter 		2.A.21 		X
PA4398 	pp6382 		pp6382		SSS 		305 	sodium ion:proline symporter 		2.A.21 		X
PA4546 	pp6382 		pp6382		SSS 		307 	sodium ion:proline symporter 		2.A.21 		X
PA4725 	pp6382 		pp6382		SSS 		308 	sodium ion:proline symporter 		2.A.21 		X
PA5165 	pp6382 		pp6382		SSS 		314 	sodium ion:proline symporter 		2.A.21 		X
PA5484 	pp6382 		pp6382		SSS 		317 	sodium ion:proline symporter 		2.A.21 		X
PA0029 	pp6382 		pp6382		SulP 		417 	sulfate 		2.A.53 		X
PA0103 	pp6382 		pp6382		SulP 		419 	sulfate 		2.A.53 		X
PA1647 	pp6382 		pp6382		SulP 		421 	sulfate 		2.A.53 		X
PA2563 	pp6382 		pp6382		SulP 		423 	sulfate 		2.A.53 		X
PA5068 	pp6382 		pp6382		Tat 		527 	protein export 		2.A.64 		X
PA5070 	pp6382 		pp6382		Tat 		529 	protein export 		2.A.64 		X
PA1170 	pp6382 		pp6382		TerC 		1541 	tellurium ion efflux 		9.A.30 		X
PA1331 	pp6382 		pp6382		TerC 		1548 	tellurium ion efflux 		9.A.30 		X
PA2549 	pp6382 		pp6382		TerC 		1543 	tellurium ion efflux 		9.A.30 		X
PA5250 	pp6382 		pp6382		TerC 		1544 	tellurium ion efflux 		9.A.30 		X
PA5469 	pp6382 		pp6382		TerC 		1545 	tellurium ion efflux 		9.A.30 		X
PA4479 	pp6382 		pp6382		ThrE 		609 	unknown substrate 		2.A.79 		X
PA0884 	pp6382 		pp6382		TRAP-T 		429 	C4-dicarboxylate 		2.A.56 		X
PA0885 	pp6382 		pp6382		TRAP-T 		430 	C4-dicarboxylate 		2.A.56 		X
PA0886 	pp6382 		pp6382		TRAP-T 		431 	C4-dicarboxylate 		2.A.56 		X
PA3779 	pp6382 		pp6382		TRAP-T 		437 	C4-dicarboxylate 		2.A.56 		X
PA3780 	pp6382 		pp6382		TRAP-T 		438 	C4-dicarboxylate 		2.A.56 		X
PA3781 	pp6382 		pp6382		TRAP-T 		439 	C4-dicarboxylate 		2.A.56 		X
PA4616 	pp6382 		pp6382		TRAP-T 		443 	C4-dicarboxylate 		2.A.56 		X
PA5167 	pp6382 		pp6382		TRAP-T 		447 	C4-dicarboxylate 		2.A.56 		X
PA5168 	pp6382 		pp6382		TRAP-T 		448 	C4-dicarboxylate 		2.A.56 		X
PA5169 	pp6382 		pp6382		TRAP-T 		449 	C4-dicarboxylate 		2.A.56 		X
PA5544 	pp6382 		pp6382		TRAP-T 		450 	C4-dicarboxylate 		2.A.56 		X
PA1037 	pp6382 		pp6382		TRIC 		82 	unknown substrate 		1.A.62 		X
PA3210 	pp6382 		pp6382		Trk 		380 	potassium ion uptake 		2.A.38 		X
PA0752 	pp6382 		pp6382		TTT 	TctA 	613 	tricarboxylate (TctA) 		2.A.80 		X
PA0753 	pp6382 		pp6382		TTT 		614 	tricarboxylate 		2.A.80 		X
PA0754 	pp6382 		pp6382		TTT 	TctC 	615 	tricarboxylate (TctC) 		2.A.80 		X
PA2207 	pp6382 		pp6382		TTT 	TctA 	616 	tricarboxylate (TctA) 		2.A.80 		X
PA2209 	pp6382 		pp6382		TTT 	TctC 	617 	tricarboxylate (TctC) 		2.A.80 		X
PA3362 	pp6382 		pp6382		UAC 		45 	amide/urea 		1.A.29 		X
PA1497 	pp6382 		pp6382		UT 		44 	urea 		1.A.28 		X
PA0742 	pp6382 		pp6382		VIC 		9 	potassium ion channel 		1.A.1 		X
PA1496 	pp6382 		pp6382		VIC 		10 	potassium ion channel 		1.A.1 		X
PA3851 	pp6382 		pp6382		VIT 		631 	vacuolar iron uptake transporter homolog 		2.A.89 		X
PA0392 	pp6382 		pp6382		YggT 		1547 	unknown substrate 		9.A.4 		X
PA4467 	pp6382 		pp6382		ZIP 		414 	zinc ion 		2.A.5 		X
